municipio,humedad_relativa,año
SAN SEBASTIÁN DE BUENAVISTA,0.0,2018
SAN ZENÓN,0.0,2018
SANTA ANA,0.0,2018
SANTA BÁRBARA DE PINTO,0.0,2018
SITIONUEVO,86.59,2018
TENERIFE,0.0,2018
ZAPAYÁN,44.88,2018
ZONA BANANERA,0.0,2018
VILLAVICENCIO,0.0,2018
ACACÍAS,0.0,2018
BARRANCA DE UPÍA,0.0,2018
CABUYARO,0.0,2018
CASTILLA LA NUEVA,0.0,2018
CUBARRAL,0.0,2018
CUMARAL,0.0,2018
EL CALVARIO,0.0,2018
EL CASTILLO,0.0,2018
EL DORADO,0.0,2018
FUENTE DE ORO,0.0,2018
GRANADA,0.0,2018
GUAMAL,0.0,2018
MAPIRIPÁN,0.0,2018
MESETAS,0.0,2018
LA MACARENA,0.0,2018
URIBE,0.0,2018
LEJANÍAS,0.0,2018
PUERTO CONCORDIA,0.0,2018
PUERTO GAITÁN,0.0,2018
PUERTO LÓPEZ,0.0,2018
PUERTO LLERAS,0.0,2018
PUERTO RICO,0.0,2018
RESTREPO,0.0,2018
SAN CARLOS DE GUAROA,0.0,2018
SAN JUAN DE ARAMA,0.0,2018
SAN JUANITO,0.0,2018
SAN MARTÍN,0.0,2018
VISTAHERMOSA,0.0,2018
PASTO,0.0,2018
ALBÁN,,2018
ALDANA,0.0,2018
ANCUYA,,2018
ARBOLEDA,0.0,2018
BARBACOAS,0.0,2018
BELÉN,,2018
BUESACO,0.0,2018
COLÓN,,2018
CONSACÁ,0.0,2018
CONTADERO,,2018
CÓRDOBA,0.0,2018
CUASPUD CARLOSAMA,,2018
CUMBAL,0.0,2018
CUMBITARA,0.0,2018
CHACHAGÜÍ,0.0,2018
EL CHARCO,0.0,2018
EL PEÑOL,0.0,2018
EL ROSARIO,0.0,2018
EL TABLÓN DE GÓMEZ,0.0,2018
EL TAMBO,0.0,2018
FUNES,0.0,2018
GUACHUCAL,,2018
GUAITARILLA,0.0,2018
GUALMATÁN,,2018
ILES,0.0,2018
IMUÉS,0.0,2018
IPIALES,0.0,2018
LA CRUZ,0.0,2018
LA FLORIDA,0.0,2018
LA LLANADA,0.0,2018
LA TOLA,0.0,2018
LA UNIÓN,0.0,2018
LEIVA,0.0,2018
LINARES,0.0,2018
LOS ANDES,0.0,2018
MAGÜÍ,0.0,2018
MALLAMA,0.0,2018
MOSQUERA,0.0,2018
NARIÑO,,2018
OLAYA HERRERA,0.0,2018
OSPINA,,2018
FRANCISCO PIZARRO,0.0,2018
POLICARPA,0.0,2018
POTOSÍ,0.0,2018
PROVIDENCIA,0.0,2018
PUERRES,0.0,2018
PUPIALES,0.0,2018
RICAURTE,0.0,2018
ROBERTO PAYÁN,0.0,2018
SAMANIEGO,0.0,2018
SANDONÁ,0.0,2018
SAN BERNARDO,,2018
SAN LORENZO,0.0,2018
SAN PABLO,0.0,2018
SAN PEDRO DE CARTAGO,,2018
SANTA BÁRBARA,0.0,2018
SANTACRUZ,0.0,2018
SAPUYES,0.0,2018
TAMINANGO,0.0,2018
TANGUA,0.0,2018
SAN ANDRÉS DE TUMACO,0.0,2018
TÚQUERRES,0.0,2018
YACUANQUER,,2018
SAN JOSÉ DE CÚCUTA,0.0,2018
ÁBREGO,0.0,2018
ARBOLEDAS,0.0,2018
BOCHALEMA,0.0,2018
BUCARASICA,0.0,2018
CÁCOTA,0.0,2018
CÁCHIRA,0.0,2018
CHINÁCOTA,0.0,2018
CHITAGÁ,0.0,2018
CONVENCIÓN,0.0,2018
CUCUTILLA,0.0,2018
DURANIA,0.0,2018
EL CARMEN,0.0,2018
EL TARRA,0.0,2018
EL ZULIA,0.0,2018
GRAMALOTE,0.0,2018
HACARÍ,0.0,2018
HERRÁN,0.0,2018
LABATECA,0.0,2018
LA ESPERANZA,0.0,2018
LA PLAYA,0.0,2018
LOS PATIOS,0.0,2018
LOURDES,0.0,2018
MUTISCUA,0.0,2018
OCAÑA,0.0,2018
PAMPLONA,0.0,2018
PAMPLONITA,0.0,2018
PUERTO SANTANDER,0.0,2018
RAGONVALIA,0.0,2018
SALAZAR,0.0,2018
SAN CALIXTO,0.0,2018
SAN CAYETANO,0.0,2018
SANTIAGO,0.0,2018
SARDINATA,0.0,2018
SILOS,0.0,2018
TEORAMA,0.0,2018
TIBÚ,0.0,2018
TOLEDO,0.0,2018
VILLA CARO,0.0,2018
VILLA DEL ROSARIO,0.0,2018
ARMENIA,0.0,2018
BUENAVISTA,,2018
CALARCÁ,0.0,2018
CIRCASIA,0.0,2018
CÓRDOBA,0.0,2018
FILANDIA,0.0,2018
GÉNOVA,0.0,2018
LA TEBAIDA,0.0,2018
MONTENEGRO,0.0,2018
PIJAO,0.0,2018
QUIMBAYA,0.0,2018
SALENTO,0.0,2018
PEREIRA,0.0,2018
APÍA,,2018
BALBOA,0.0,2018
BELÉN DE UMBRÍA,0.0,2018
DOSQUEBRADAS,,2018
GUÁTICA,0.0,2018
LA CELIA,0.0,2018
LA VIRGINIA,,2018
MARSELLA,0.0,2018
MISTRATÓ,0.0,2018
PUEBLO RICO,0.0,2018
QUINCHÍA,0.0,2018
SANTA ROSA DE CABAL,0.0,2018
SANTUARIO,0.0,2018
BUCARAMANGA,0.0,2018
AGUADA,0.0,2018
ALBANIA,0.0,2018
ARATOCA,0.0,2018
BARBOSA,,2018
BARICHARA,0.0,2018
BARRANCABERMEJA,0.0,2018
BETULIA,0.0,2018
BOLÍVAR,0.0,2018
CABRERA,,2018
CALIFORNIA,,2018
CAPITANEJO,,2018
CARCASÍ,0.0,2018
CEPITÁ,0.0,2018
CERRITO,0.0,2018
CHARALÁ,0.0,2018
CHARTA,,2018
CHIMA,0.0,2018
CHIPATÁ,0.0,2018
CIMITARRA,0.0,2018
CONCEPCIÓN,0.0,2018
CONFINES,,2018
CONTRATACIÓN,0.0,2018
COROMORO,0.0,2018
CURITÍ,0.0,2018
EL CARMEN DE CHUCURÍ,0.0,2018
EL GUACAMAYO,0.0,2018
EL PEÑÓN,0.0,2018
EL PLAYÓN,0.0,2018
ENCINO,0.0,2018
ENCISO,0.0,2018
FLORIÁN,0.0,2018
FLORIDABLANCA,,2018
GALÁN,0.0,2018
GÁMBITA,0.0,2018
GIRÓN,0.0,2018
GUACA,0.0,2018
GUADALUPE,0.0,2018
GUAPOTÁ,,2018
GUAVATÁ,,2018
GÜEPSA,0.0,2018
HATO,0.0,2018
JESÚS MARÍA,,2018
JORDÁN,0.0,2018
LA BELLEZA,0.0,2018
LANDÁZURI,0.0,2018
LA PAZ,0.0,2018
LEBRIJA,0.0,2018
LOS SANTOS,0.0,2018
MACARAVITA,0.0,2018
MÁLAGA,,2018
MATANZA,0.0,2018
MOGOTES,0.0,2018
MOLAGAVITA,0.0,2018
OCAMONTE,,2018
OIBA,0.0,2018
ONZAGA,0.0,2018
PALMAR,0.0,2018
PALMAS DEL SOCORRO,0.0,2018
PÁRAMO,0.0,2018
PIEDECUESTA,0.0,2018
PINCHOTE,,2018
PUENTE NACIONAL,0.0,2018
PUERTO PARRA,0.0,2018
PUERTO WILCHES,0.0,2018
RIONEGRO,0.0,2018
SABANA DE TORRES,0.0,2018
SAN ANDRÉS,0.0,2018
SAN BENITO,,2018
SAN GIL,0.0,2018
SAN JOAQUÍN,0.0,2018
SAN JOSÉ DE MIRANDA,,2018
SAN MIGUEL,,2018
SAN VICENTE DE CHUCURÍ,0.0,2018
SANTA BÁRBARA,0.0,2018
SANTA HELENA DEL OPÓN,0.0,2018
SIMACOTA,0.0,2018
SOCORRO,0.0,2018
SUAITA,0.0,2018
SUCRE,0.0,2018
SURATÁ,0.0,2018
TONA,0.0,2018
VALLE DE SAN JOSÉ,0.0,2018
VÉLEZ,0.0,2018
VETAS,0.0,2018
VILLANUEVA,,2018
ZAPATOCA,0.0,2018
SINCELEJO,0.0,2018
BUENAVISTA,0.0,2018
CAIMITO,0.0,2018
COLOSÓ,0.0,2018
COROZAL,0.0,2018
COVEÑAS,0.0,2018
CHALÁN,0.0,2018
EL ROBLE,0.0,2018
GALERAS,0.0,2018
GUARANDA,0.0,2018
LA UNIÓN,0.0,2018
LOS PALMITOS,0.0,2018
MAJAGUAL,0.0,2018
MORROA,0.0,2018
OVEJAS,0.0,2018
PALMITO,0.0,2018
SAMPUÉS,0.0,2018
SAN BENITO ABAD,0.0,2018
SAN JUAN DE BETULIA,0.0,2018
SAN MARCOS,0.0,2018
SAN ONOFRE,0.0,2018
SAN PEDRO,0.0,2018
SAN LUIS DE SINCÉ,0.0,2018
SUCRE,0.0,2018
SANTIAGO DE TOLÚ,0.0,2018
SAN JOSÉ DE TOLUVIEJO,0.0,2018
IBAGUÉ,0.0,2018
ALPUJARRA,0.0,2018
ALVARADO,0.0,2018
AMBALEMA,0.0,2018
ANZOÁTEGUI,0.0,2018
ARMERO,0.0,2018
ATACO,0.0,2018
CAJAMARCA,0.0,2018
CARMEN DE APICALÁ,0.0,2018
CASABIANCA,0.0,2018
CHAPARRAL,0.0,2018
COELLO,0.0,2018
COYAIMA,0.0,2018
CUNDAY,0.0,2018
DOLORES,0.0,2018
ESPINAL,0.0,2018
FALAN,,2018
FLANDES,,2018
FRESNO,0.0,2018
GUAMO,0.0,2018
HERVEO,0.0,2018
HONDA,0.0,2018
ICONONZO,0.0,2018
LÉRIDA,0.0,2018
LÍBANO,0.0,2018
SAN SEBASTIÁN DE MARIQUITA,0.0,2018
MELGAR,0.0,2018
MURILLO,0.0,2018
NATAGAIMA,0.0,2018
ORTEGA,0.0,2018
PALOCABILDO,0.0,2018
PIEDRAS,0.0,2018
PLANADAS,0.0,2018
PRADO,0.0,2018
PURIFICACIÓN,0.0,2018
RIOBLANCO,0.0,2018
RONCESVALLES,0.0,2018
ROVIRA,0.0,2018
SALDAÑA,0.0,2018
SAN ANTONIO,0.0,2018
SAN LUIS,0.0,2018
SANTA ISABEL,0.0,2018
SUÁREZ,0.0,2018
VALLE DE SAN JUAN,0.0,2018
VENADILLO,0.0,2018
VILLAHERMOSA,0.0,2018
VILLARRICA,0.0,2018
CALI,0.0,2018
ALCALÁ,0.0,2018
ANDALUCÍA,0.0,2018
ANSERMANUEVO,0.0,2018
ARGELIA,0.0,2018
BOLÍVAR,0.0,2018
BUENAVENTURA,0.0,2018
GUADALAJARA DE BUGA,0.0,2018
BUGALAGRANDE,0.0,2018
CAICEDONIA,0.0,2018
CALIMA,0.0,2018
CANDELARIA,0.0,2018
CARTAGO,0.0,2018
DAGUA,0.0,2018
EL ÁGUILA,0.0,2018
EL CAIRO,0.0,2018
EL CERRITO,0.0,2018
EL DOVIO,0.0,2018
FLORIDA,0.0,2018
GINEBRA,0.0,2018
GUACARÍ,0.0,2018
JAMUNDÍ,0.0,2018
LA CUMBRE,0.0,2018
LA UNIÓN,,2018
LA VICTORIA,0.0,2018
OBANDO,0.0,2018
PALMIRA,0.0,2018
PRADERA,0.0,2018
RESTREPO,0.0,2018
RIOFRÍO,0.0,2018
ROLDANILLO,0.0,2018
SAN PEDRO,0.0,2018
SEVILLA,0.0,2018
TORO,0.0,2018
TRUJILLO,0.0,2018
TULUÁ,0.0,2018
ULLOA,,2018
VERSALLES,0.0,2018
VIJES,0.0,2018
YOTOCO,0.0,2018
YUMBO,0.0,2018
ZARZAL,0.0,2018
ARAUCA,0.0,2018
ARAUQUITA,0.0,2018
CRAVO NORTE,0.0,2018
FORTUL,0.0,2018
PUERTO RONDÓN,0.0,2018
SARAVENA,0.0,2018
TAME,0.0,2018
YOPAL,0.0,2018
AGUAZUL,0.0,2018
CHÁMEZA,0.0,2018
HATO COROZAL,0.0,2018
LA SALINA,0.0,2018
MANÍ,0.0,2018
MONTERREY,0.0,2018
NUNCHÍA,0.0,2018
OROCUÉ,0.0,2018
PAZ DE ARIPORO,0.0,2018
PORE,0.0,2018
RECETOR,0.0,2018
SABANALARGA,0.0,2018
SÁCAMA,0.0,2018
SAN LUIS DE PALENQUE,0.0,2018
TÁMARA,0.0,2018
TAURAMENA,0.0,2018
TRINIDAD,0.0,2018
VILLANUEVA,0.0,2018
MOCOA,0.0,2018
COLÓN,0.0,2018
ORITO,0.0,2018
PUERTO ASÍS,0.0,2018
PUERTO CAICEDO,0.0,2018
PUERTO GUZMÁN,0.0,2018
PUERTO LEGUÍZAMO,0.0,2018
SIBUNDOY,0.0,2018
SAN FRANCISCO,0.0,2018
SAN MIGUEL,0.0,2018
SANTIAGO,0.0,2018
VALLE DEL GUAMUEZ,0.0,2018
VILLAGARZÓN,0.0,2018
SAN ANDRÉS,,2018
PROVIDENCIA,,2018
LETICIA,0.0,2018
EL ENCANTO,0.0,2018
LA CHORRERA,0.0,2018
LA PEDRERA,0.0,2018
LA VICTORIA,0.0,2018
MIRITÍ - PARANÁ,0.0,2018
PUERTO ALEGRÍA,0.0,2018
PUERTO ARICA,0.0,2018
PUERTO NARIÑO,0.0,2018
PUERTO SANTANDER,0.0,2018
TARAPACÁ,0.0,2018
INÍRIDA,0.0,2018
BARRANCOMINAS,0.0,2018
SAN FELIPE,0.0,2018
PUERTO COLOMBIA,0.0,2018
LA GUADALUPE,0.0,2018
CACAHUAL,0.0,2018
PANA PANA,0.0,2018
MORICHAL,0.0,2018
SAN JOSÉ DEL GUAVIARE,0.0,2018
CALAMAR,0.0,2018
EL RETORNO,0.0,2018
MIRAFLORES,0.0,2018
MITÚ,0.0,2018
CARURÚ,0.0,2018
PACOA,0.0,2018
TARAIRA,0.0,2018
PAPUNAHUA,0.0,2018
YAVARATÉ,0.0,2018
PUERTO CARREÑO,0.0,2018
LA PRIMAVERA,0.0,2018
SANTA ROSALÍA,0.0,2018
CUMARIBO,0.0,2018
MEDELLÍN,0.0,2019
ABEJORRAL,0.0,2019
ABRIAQUÍ,0.0,2019
ALEJANDRÍA,,2019
AMAGÁ,0.0,2019
AMALFI,0.0,2019
ANDES,0.0,2019
ANGELÓPOLIS,0.0,2019
ANGOSTURA,0.0,2019
ANORÍ,0.0,2019
SANTA FÉ DE ANTIOQUIA,0.0,2019
ANZÁ,0.0,2019
APARTADÓ,0.0,2019
ARBOLETES,0.0,2019
ARGELIA,0.0,2019
ARMENIA,0.0,2019
BARBOSA,0.0,2019
BELMIRA,0.0,2019
BELLO,0.0,2019
BETANIA,0.0,2019
BETULIA,0.0,2019
CIUDAD BOLÍVAR,0.0,2019
BRICEÑO,0.0,2019
BURITICÁ,0.0,2019
CÁCERES,0.0,2019
CAICEDO,0.0,2019
CALDAS,0.0,2019
CAMPAMENTO,0.0,2019
CAÑASGORDAS,0.0,2019
CARACOLÍ,0.0,2019
CARAMANTA,,2019
CAREPA,0.0,2019
EL CARMEN DE VIBORAL,0.0,2019
CAROLINA,0.0,2019
CAUCASIA,0.0,2019
CHIGORODÓ,0.0,2019
CISNEROS,,2019
COCORNÁ,0.0,2019
CONCEPCIÓN,0.0,2019
CONCORDIA,0.0,2019
COPACABANA,0.0,2019
DABEIBA,0.0,2019
DONMATÍAS,0.0,2019
EBÉJICO,0.0,2019
EL BAGRE,0.0,2019
ENTRERRÍOS,0.0,2019
ENVIGADO,,2019
FREDONIA,0.0,2019
FRONTINO,0.0,2019
GIRALDO,,2019
GIRARDOTA,,2019
GÓMEZ PLATA,0.0,2019
GRANADA,0.0,2019
GUADALUPE,0.0,2019
GUARNE,0.0,2019
GUATAPÉ,,2019
HELICONIA,0.0,2019
HISPANIA,0.0,2019
ITAGÜÍ,0.0,2019
ITUANGO,0.0,2019
JARDÍN,0.0,2019
JERICÓ,0.0,2019
LA CEJA,,2019
LA ESTRELLA,,2019
LA PINTADA,0.0,2019
LA UNIÓN,0.0,2019
LIBORINA,0.0,2019
MACEO,0.0,2019
MARINILLA,0.0,2019
MONTEBELLO,0.0,2019
MURINDÓ,0.0,2019
MUTATÁ,0.0,2019
NARIÑO,0.0,2019
NECOCLÍ,0.0,2019
NECHÍ,0.0,2019
OLAYA,0.0,2019
PEÑOL,0.0,2019
PEQUE,0.0,2019
PUEBLORRICO,,2019
PUERTO BERRÍO,0.0,2019
PUERTO NARE,0.0,2019
PUERTO TRIUNFO,0.0,2019
REMEDIOS,0.0,2019
RETIRO,0.0,2019
RIONEGRO,0.0,2019
SABANALARGA,0.0,2019
SABANETA,,2019
SALGAR,0.0,2019
SAN ANDRÉS DE CUERQUÍA,0.0,2019
SAN CARLOS,0.0,2019
SAN FRANCISCO,0.0,2019
SAN JERÓNIMO,0.0,2019
SAN JOSÉ DE LA MONTAÑA,0.0,2019
SAN JUAN DE URABÁ,0.0,2019
SAN LUIS,0.0,2019
SAN PEDRO DE LOS MILAGROS,0.0,2019
SAN PEDRO DE URABÁ,0.0,2019
SAN RAFAEL,0.0,2019
SAN ROQUE,0.0,2019
SAN VICENTE FERRER,0.0,2019
SANTA BÁRBARA,0.0,2019
SANTA ROSA DE OSOS,0.0,2019
SANTO DOMINGO,0.0,2019
EL SANTUARIO,,2019
SEGOVIA,0.0,2019
SONSÓN,0.0,2019
SOPETRÁN,0.0,2019
TÁMESIS,0.0,2019
TARAZÁ,0.0,2019
TARSO,,2019
TITIRIBÍ,0.0,2019
TOLEDO,0.0,2019
TURBO,0.0,2019
URAMITA,0.0,2019
URRAO,0.0,2019
VALDIVIA,0.0,2019
VALPARAÍSO,0.0,2019
VEGACHÍ,0.0,2019
VENECIA,0.0,2019
VIGÍA DEL FUERTE,0.0,2019
YALÍ,0.0,2019
YARUMAL,0.0,2019
YOLOMBÓ,0.0,2019
YONDÓ,0.0,2019
ZARAGOZA,0.0,2019
BARRANQUILLA,87.17,2019
BARANOA,90.46,2019
CAMPO DE LA CRUZ,88.3,2019
CANDELARIA,89.7,2019
GALAPA,89.63,2019
JUAN DE ACOSTA,87.8,2019
LURUACO,43.61,2019
MALAMBO,,2019
MANATÍ,87.4,2019
PALMAR DE VARELA,89.57,2019
PIOJÓ,29.06,2019
POLONUEVO,,2019
PONEDERA,90.99,2019
PUERTO COLOMBIA,87.47,2019
REPELÓN,43.83,2019
SABANAGRANDE,88.79,2019
SABANALARGA,89.59,2019
SANTA LUCÍA,,2019
SANTO TOMÁS,,2019
SOLEDAD,88.95,2019
SUAN,89.22,2019
TUBARÁ,88.9,2019
USIACURÍ,,2019
"BOGOTÁ, D.C.",0.0,2019
CARTAGENA DE INDIAS,0.0,2019
ACHÍ,0.0,2019
ALTOS DEL ROSARIO,0.0,2019
ARENAL,0.0,2019
ARJONA,0.0,2019
ARROYOHONDO,87.3,2019
BARRANCO DE LOBA,0.0,2019
CALAMAR,88.4,2019
CANTAGALLO,0.0,2019
CICUCO,0.0,2019
CÓRDOBA,0.0,2019
CLEMENCIA,,2019
EL CARMEN DE BOLÍVAR,0.0,2019
EL GUAMO,0.0,2019
EL PEÑÓN,0.0,2019
HATILLO DE LOBA,0.0,2019
MAGANGUÉ,0.0,2019
MAHATES,22.2,2019
MARGARITA,0.0,2019
MARÍA LA BAJA,0.0,2019
MONTECRISTO,0.0,2019
SANTA CRUZ DE MOMPOX,0.0,2019
MORALES,0.0,2019
NOROSÍ,0.0,2019
PINILLOS,0.0,2019
REGIDOR,0.0,2019
RÍO VIEJO,0.0,2019
SAN CRISTÓBAL,,2019
SAN ESTANISLAO,0.0,2019
SAN FERNANDO,0.0,2019
SAN JACINTO,0.0,2019
SAN JACINTO DEL CAUCA,0.0,2019
SAN JUAN NEPOMUCENO,0.0,2019
SAN MARTÍN DE LOBA,0.0,2019
SAN PABLO,0.0,2019
SANTA CATALINA,0.0,2019
SANTA ROSA,0.0,2019
SANTA ROSA DEL SUR,0.0,2019
SIMITÍ,0.0,2019
SOPLAVIENTO,87.34,2019
TALAIGUA NUEVO,0.0,2019
TIQUISIO,0.0,2019
TURBACO,0.0,2019
TURBANA,0.0,2019
VILLANUEVA,0.0,2019
ZAMBRANO,0.0,2019
TUNJA,0.0,2019
ALMEIDA,,2019
AQUITANIA,0.0,2019
ARCABUCO,,2019
BELÉN,0.0,2019
BERBEO,0.0,2019
BETÉITIVA,0.0,2019
BOAVITA,0.0,2019
BOYACÁ,,2019
BRICEÑO,0.0,2019
BUENAVISTA,0.0,2019
BUSBANZÁ,,2019
CALDAS,0.0,2019
CAMPOHERMOSO,0.0,2019
CERINZA,,2019
CHINAVITA,0.0,2019
CHIQUINQUIRÁ,0.0,2019
CHISCAS,0.0,2019
CHITA,0.0,2019
CHITARAQUE,0.0,2019
CHIVATÁ,,2019
CIÉNEGA,0.0,2019
CÓMBITA,0.0,2019
COPER,0.0,2019
CORRALES,,2019
COVARACHÍA,0.0,2019
CUBARÁ,0.0,2019
CUCAITA,,2019
CUÍTIVA,0.0,2019
CHÍQUIZA,0.0,2019
CHIVOR,0.0,2019
DUITAMA,0.0,2019
EL COCUY,0.0,2019
EL ESPINO,0.0,2019
FIRAVITOBA,0.0,2019
FLORESTA,0.0,2019
GACHANTIVÁ,,2019
GÁMEZA,0.0,2019
GARAGOA,0.0,2019
GUACAMAYAS,,2019
GUATEQUE,0.0,2019
GUAYATÁ,0.0,2019
GÜICÁN DE LA SIERRA,0.0,2019
IZA,0.0,2019
JENESANO,0.0,2019
JERICÓ,0.0,2019
LABRANZAGRANDE,0.0,2019
LA CAPILLA,,2019
LA VICTORIA,,2019
LA UVITA,,2019
VILLA DE LEYVA,0.0,2019
MACANAL,0.0,2019
MARIPÍ,0.0,2019
MIRAFLORES,0.0,2019
MONGUA,0.0,2019
MONGUÍ,0.0,2019
MONIQUIRÁ,0.0,2019
MOTAVITA,0.0,2019
MUZO,0.0,2019
NOBSA,,2019
NUEVO COLÓN,,2019
OICATÁ,0.0,2019
OTANCHE,0.0,2019
PACHAVITA,0.0,2019
PÁEZ,0.0,2019
PAIPA,0.0,2019
PAJARITO,0.0,2019
PANQUEBA,,2019
PAUNA,0.0,2019
PAYA,0.0,2019
PAZ DE RÍO,,2019
PESCA,0.0,2019
PISBA,0.0,2019
PUERTO BOYACÁ,0.0,2019
QUÍPAMA,0.0,2019
RAMIRIQUÍ,0.0,2019
RÁQUIRA,0.0,2019
RONDÓN,0.0,2019
SABOYÁ,0.0,2019
SÁCHICA,,2019
SAMACÁ,0.0,2019
SAN EDUARDO,,2019
SAN JOSÉ DE PARE,0.0,2019
SAN LUIS DE GACENO,0.0,2019
SAN MATEO,0.0,2019
SAN MIGUEL DE SEMA,,2019
SAN PABLO DE BORBUR,0.0,2019
SANTANA,0.0,2019
SANTA MARÍA,0.0,2019
SANTA ROSA DE VITERBO,0.0,2019
SANTA SOFÍA,0.0,2019
SATIVANORTE,0.0,2019
SATIVASUR,,2019
SIACHOQUE,0.0,2019
SOATÁ,0.0,2019
SOCOTÁ,0.0,2019
SOCHA,0.0,2019
SOGAMOSO,0.0,2019
SOMONDOCO,0.0,2019
SORA,,2019
SOTAQUIRÁ,0.0,2019
SORACÁ,0.0,2019
SUSACÓN,0.0,2019
SUTAMARCHÁN,0.0,2019
SUTATENZA,,2019
TASCO,0.0,2019
TENZA,0.0,2019
TIBANÁ,0.0,2019
TIBASOSA,0.0,2019
TINJACÁ,0.0,2019
TIPACOQUE,0.0,2019
TOCA,0.0,2019
TOGÜÍ,0.0,2019
TÓPAGA,,2019
TOTA,0.0,2019
TUNUNGUÁ,,2019
TURMEQUÉ,0.0,2019
TUTA,0.0,2019
TUTAZÁ,0.0,2019
ÚMBITA,0.0,2019
VENTAQUEMADA,0.0,2019
VIRACACHÁ,,2019
ZETAQUIRA,0.0,2019
MANIZALES,0.0,2019
AGUADAS,0.0,2019
ANSERMA,0.0,2019
ARANZAZU,0.0,2019
BELALCÁZAR,0.0,2019
CHINCHINÁ,0.0,2019
FILADELFIA,0.0,2019
LA DORADA,0.0,2019
LA MERCED,,2019
MANZANARES,0.0,2019
MARMATO,0.0,2019
MARQUETALIA,0.0,2019
MARULANDA,0.0,2019
NEIRA,0.0,2019
NORCASIA,0.0,2019
PÁCORA,0.0,2019
PALESTINA,,2019
PENSILVANIA,0.0,2019
RIOSUCIO,0.0,2019
RISARALDA,0.0,2019
SALAMINA,0.0,2019
SAMANÁ,0.0,2019
SAN JOSÉ,0.0,2019
SUPÍA,0.0,2019
VICTORIA,0.0,2019
VILLAMARÍA,0.0,2019
VITERBO,0.0,2019
FLORENCIA,0.0,2019
ALBANIA,0.0,2019
BELÉN DE LOS ANDAQUÍES,0.0,2019
CARTAGENA DEL CHAIRÁ,0.0,2019
CURILLO,0.0,2019
EL DONCELLO,0.0,2019
EL PAUJÍL,0.0,2019
LA MONTAÑITA,0.0,2019
MILÁN,0.0,2019
MORELIA,0.0,2019
PUERTO RICO,0.0,2019
SAN JOSÉ DEL FRAGUA,0.0,2019
SAN VICENTE DEL CAGUÁN,0.0,2019
SOLANO,0.0,2019
SOLITA,0.0,2019
VALPARAÍSO,0.0,2019
POPAYÁN,0.0,2019
ALMAGUER,0.0,2019
ARGELIA,0.0,2019
BALBOA,0.0,2019
BOLÍVAR,0.0,2019
BUENOS AIRES,0.0,2019
CAJIBÍO,0.0,2019
CALDONO,0.0,2019
CALOTO,0.0,2019
CORINTO,0.0,2019
EL TAMBO,0.0,2019
FLORENCIA,0.0,2019
GUACHENÉ,0.0,2019
GUAPI,0.0,2019
INZÁ,0.0,2019
JAMBALÓ,0.0,2019
LA SIERRA,0.0,2019
LA VEGA,0.0,2019
LÓPEZ DE MICAY,0.0,2019
MERCADERES,0.0,2019
MIRANDA,0.0,2019
MORALES,0.0,2019
PADILLA,0.0,2019
PÁEZ,0.0,2019
PATÍA,0.0,2019
PIAMONTE,0.0,2019
PIENDAMÓ - TUNÍA,0.0,2019
PUERTO TEJADA,,2019
PURACÉ,0.0,2019
ROSAS,0.0,2019
SAN SEBASTIÁN,0.0,2019
SANTANDER DE QUILICHAO,0.0,2019
SANTA ROSA,0.0,2019
SILVIA,0.0,2019
SOTARÁ PAISPAMBA,0.0,2019
SUÁREZ,0.0,2019
SUCRE,0.0,2019
TIMBÍO,0.0,2019
TIMBIQUÍ,0.0,2019
TORIBÍO,0.0,2019
TOTORÓ,0.0,2019
VILLA RICA,,2019
VALLEDUPAR,0.0,2019
AGUACHICA,0.0,2019
AGUSTÍN CODAZZI,0.0,2019
ASTREA,0.0,2019
BECERRIL,0.0,2019
BOSCONIA,0.0,2019
CHIMICHAGUA,0.0,2019
CHIRIGUANÁ,0.0,2019
CURUMANÍ,0.0,2019
EL COPEY,0.0,2019
EL PASO,0.0,2019
GAMARRA,0.0,2019
GONZÁLEZ,0.0,2019
LA GLORIA,0.0,2019
LA JAGUA DE IBIRICO,0.0,2019
MANAURE BALCÓN DEL CESAR,0.0,2019
PAILITAS,0.0,2019
PELAYA,0.0,2019
PUEBLO BELLO,0.0,2019
RÍO DE ORO,0.0,2019
LA PAZ,0.0,2019
SAN ALBERTO,0.0,2019
SAN DIEGO,0.0,2019
SAN MARTÍN,0.0,2019
TAMALAMEQUE,0.0,2019
MONTERÍA,0.0,2019
AYAPEL,0.0,2019
BUENAVISTA,0.0,2019
CANALETE,0.0,2019
CERETÉ,0.0,2019
CHIMÁ,0.0,2019
CHINÚ,0.0,2019
CIÉNAGA DE ORO,0.0,2019
COTORRA,,2019
LA APARTADA,0.0,2019
LORICA,0.0,2019
LOS CÓRDOBAS,0.0,2019
MOMIL,0.0,2019
MONTELÍBANO,0.0,2019
MOÑITOS,0.0,2019
PLANETA RICA,0.0,2019
PUEBLO NUEVO,0.0,2019
PUERTO ESCONDIDO,0.0,2019
PUERTO LIBERTADOR,0.0,2019
PURÍSIMA DE LA CONCEPCIÓN,0.0,2019
SAHAGÚN,0.0,2019
SAN ANDRÉS DE SOTAVENTO,0.0,2019
SAN ANTERO,0.0,2019
SAN BERNARDO DEL VIENTO,0.0,2019
SAN CARLOS,0.0,2019
SAN JOSÉ DE URÉ,0.0,2019
SAN PELAYO,0.0,2019
