"municipio","periodo_global","REM","Model","Flag","APC","Joinpoints","Final Selected Model"
"BARANOA",2,0.17,0.19,NA,37.1287*,4,4
"BARANOA",4,0.56,0.36,NA,37.1287*,4,4
"BARANOA",5,0.42,0.49,NA,37.1287*,4,4
"BARANOA",6,0.72,0.67,NA,37.1287*,4,4
"BARANOA",7,0.63,0.92,NA,37.1287*,4,4
"BARANOA",8,1.19,1.26,NA,37.1287*,4,4
"BARANOA",9,1.84,1.73,NA,37.1287*,4,4
"BARANOA",10,3.42,2.37,Joinpoint 1,NA,4,4
"BARANOA",11,2.26,2.38,NA,0.4943,4,4
"BARANOA",12,1.85,2.39,NA,0.4943,4,4
"BARANOA",13,3.59,2.40,NA,0.4943,4,4
"BARANOA",14,4.10,2.41,NA,0.4943,4,4
"BARANOA",15,2.21,2.43,NA,0.4943,4,4
"BARANOA",16,5.50,2.44,NA,0.4943,4,4
"BARANOA",17,0.81,2.45,NA,0.4943,4,4
"BARANOA",18,1.64,2.46,NA,0.4943,4,4
"BARANOA",19,1.00,2.47,NA,0.4943,4,4
"BARANOA",20,0.99,2.49,NA,0.4943,4,4
"BARANOA",21,1.97,2.50,NA,0.4943,4,4
"BARANOA",22,3.64,2.51,NA,0.4943,4,4
"BARANOA",23,6.79,2.52,NA,0.4943,4,4
"BARANOA",24,5.29,2.54,NA,0.4943,4,4
"BARANOA",25,4.28,2.55,NA,0.4943,4,4
"BARANOA",26,4.16,2.56,NA,0.4943,4,4
"BARANOA",27,3.00,2.57,NA,0.4943,4,4
"BARANOA",28,2.37,2.59,NA,0.4943,4,4
"BARANOA",29,1.51,2.60,NA,0.4943,4,4
"BARANOA",30,1.92,2.61,NA,0.4943,4,4
"BARANOA",32,0.69,2.64,NA,0.4943,4,4
"BARANOA",34,4.52,2.66,NA,0.4943,4,4
"BARANOA",35,4.27,2.68,NA,0.4943,4,4
"BARANOA",36,2.20,2.69,NA,0.4943,4,4
"BARANOA",37,2.78,2.70,NA,0.4943,4,4
"BARANOA",38,2.90,2.72,Joinpoint 2,NA,4,4
"BARANOA",39,1.74,1.47,NA,-45.9739,4,4
"BARANOA",40,0.85,0.79,NA,-45.9739,4,4
"BARANOA",41,0.28,0.43,Joinpoint 3,NA,4,4
"BARANOA",43,0.55,0.42,NA,-0.5358,4,4
"BARANOA",46,0.26,0.42,NA,-0.5358,4,4
"BARANOA",47,0.26,0.41,NA,-0.5358,4,4
"BARANOA",48,0.52,0.41,NA,-0.5358,4,4
"BARANOA",49,0.97,0.41,NA,-0.5358,4,4
"BARANOA",50,0.63,0.41,NA,-0.5358,4,4
"BARANOA",51,0.77,0.41,NA,-0.5358,4,4
"BARANOA",52,0.75,0.40,NA,-0.5358,4,4
"BARANOA",53,0.39,0.40,NA,-0.5358,4,4
"BARANOA",54,0.09,0.40,NA,-0.5358,4,4
"BARANOA",55,0.17,0.40,NA,-0.5358,4,4
"BARANOA",57,0.22,0.39,NA,-0.5358,4,4
"BARANOA",58,0.45,0.39,NA,-0.5358,4,4
"BARANOA",59,0.28,0.39,NA,-0.5358,4,4
"BARANOA",60,0.73,0.39,NA,-0.5358,4,4
"BARANOA",61,0.70,0.38,NA,-0.5358,4,4
"BARANOA",62,0.60,0.38,NA,-0.5358,4,4
"BARANOA",63,0.66,0.38,NA,-0.5358,4,4
"BARANOA",64,0.49,0.38,NA,-0.5358,4,4
"BARANOA",65,0.19,0.38,NA,-0.5358,4,4
"BARANOA",66,0.45,0.37,NA,-0.5358,4,4
"BARANOA",67,0.20,0.37,NA,-0.5358,4,4
"BARANOA",68,0.31,0.37,Joinpoint 4,NA,4,4
"BARANOA",69,0.83,0.43,NA,17.1033*,4,4
"BARANOA",70,0.45,0.51,NA,17.1033*,4,4
"BARANOA",71,0.92,0.60,NA,17.1033*,4,4
"BARANOA",72,0.29,0.70,NA,17.1033*,4,4
"BARANOA",73,0.91,0.82,NA,17.1033*,4,4
"BARANOA",74,0.75,0.96,NA,17.1033*,4,4
"BARANOA",75,1.43,1.12,NA,17.1033*,4,4
"BARANOA",76,0.69,1.31,NA,17.1033*,4,4
"BARANOA",77,2.06,1.53,NA,17.1033*,4,4
"BARANOA",78,2.54,1.80,NA,17.1033*,4,4
"CAMPO DE LA CRUZ",18,0.89,1.29,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",20,3.16,1.17,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",21,1.43,1.11,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",22,1.47,1.05,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",23,0.88,1.00,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",24,0.53,0.95,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",25,0.35,0.91,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",26,1.07,0.86,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",27,0.49,0.82,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",29,0.52,0.74,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",34,1.77,0.58,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",46,0.70,0.31,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",47,0.36,0.30,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",49,0.22,0.27,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",50,0.10,0.26,NA,-4.9155*,3,3
"CAMPO DE LA CRUZ",51,0.22,0.24,Joinpoint 1,NA,3,3
"CAMPO DE LA CRUZ",52,0.72,0.44,NA,82.1014*,3,3
"CAMPO DE LA CRUZ",53,0.36,0.81,NA,82.1014*,3,3
"CAMPO DE LA CRUZ",54,4.26,1.47,NA,82.1014*,3,3
"CAMPO DE LA CRUZ",55,2.36,2.69,NA,82.1014*,3,3
"CAMPO DE LA CRUZ",56,3.46,4.89,Joinpoint 2,NA,3,3
"CAMPO DE LA CRUZ",57,1.77,3.33,NA,-32.0029*,3,3
"CAMPO DE LA CRUZ",58,2.69,2.26,NA,-32.0029*,3,3
"CAMPO DE LA CRUZ",59,2.49,1.54,NA,-32.0029*,3,3
"CAMPO DE LA CRUZ",60,1.34,1.05,NA,-32.0029*,3,3
"CAMPO DE LA CRUZ",61,0.97,0.71,NA,-32.0029*,3,3
"CAMPO DE LA CRUZ",62,0.45,0.48,NA,-32.0029*,3,3
"CAMPO DE LA CRUZ",63,0.20,0.33,Joinpoint 3,NA,3,3
"CAMPO DE LA CRUZ",64,0.18,0.35,NA,7.1317,3,3
"CAMPO DE LA CRUZ",68,0.42,0.46,NA,7.1317,3,3
"CAMPO DE LA CRUZ",70,0.62,0.53,NA,7.1317,3,3
"CAMPO DE LA CRUZ",71,0.85,0.57,NA,7.1317,3,3
"CAMPO DE LA CRUZ",72,2.42,0.61,NA,7.1317,3,3
"CAMPO DE LA CRUZ",73,0.91,0.65,NA,7.1317,3,3
"CAMPO DE LA CRUZ",74,0.35,0.70,NA,7.1317,3,3
"CAMPO DE LA CRUZ",75,0.65,0.75,NA,7.1317,3,3
"CAMPO DE LA CRUZ",78,0.50,0.92,NA,7.1317,3,3
"CANDELARIA",11,0.37,1.13,NA,-1.4609,0,0
"CANDELARIA",18,1.28,1.02,NA,-1.4609,0,0
"CANDELARIA",19,1.29,1.01,NA,-1.4609,0,0
"CANDELARIA",20,1.93,0.99,NA,-1.4609,0,0
"CANDELARIA",21,1.53,0.98,NA,-1.4609,0,0
"CANDELARIA",22,1.58,0.96,NA,-1.4609,0,0
"CANDELARIA",23,1.89,0.95,NA,-1.4609,0,0
"CANDELARIA",24,3.05,0.94,NA,-1.4609,0,0
"CANDELARIA",25,0.50,0.92,NA,-1.4609,0,0
"CANDELARIA",26,0.76,0.91,NA,-1.4609,0,0
"CANDELARIA",27,0.35,0.90,NA,-1.4609,0,0
"CANDELARIA",49,0.16,0.65,NA,-1.4609,0,0
"CANDELARIA",57,0.83,0.58,NA,-1.4609,0,0
"CANDELARIA",58,0.69,0.57,NA,-1.4609,0,0
"CANDELARIA",59,0.54,0.56,NA,-1.4609,0,0
"CANDELARIA",60,0.57,0.55,NA,-1.4609,0,0
"CANDELARIA",61,0.45,0.54,NA,-1.4609,0,0
"CANDELARIA",63,0.28,0.53,NA,-1.4609,0,0
"CANDELARIA",64,0.13,0.52,NA,-1.4609,0,0
"CANDELARIA",67,0.51,0.50,NA,-1.4609,0,0
"CANDELARIA",74,1.94,0.45,NA,-1.4609,0,0
"CANDELARIA",78,0.70,0.42,NA,-1.4609,0,0
"GALAPA",1,0.12,0.22,NA,23.2092*,3,3
"GALAPA",2,0.17,0.27,NA,23.2092*,3,3
"GALAPA",4,1.15,0.41,NA,23.2092*,3,3
"GALAPA",5,1.30,0.51,NA,23.2092*,3,3
"GALAPA",6,0.37,0.62,NA,23.2092*,3,3
"GALAPA",7,0.86,0.77,NA,23.2092*,3,3
"GALAPA",8,1.04,0.95,NA,23.2092*,3,3
"GALAPA",9,0.51,1.17,NA,23.2092*,3,3
"GALAPA",10,2.64,1.44,NA,23.2092*,3,3
"GALAPA",11,1.84,1.77,NA,23.2092*,3,3
"GALAPA",12,1.82,2.18,NA,23.2092*,3,3
"GALAPA",13,3.21,2.69,Joinpoint 1,NA,3,3
"GALAPA",14,1.84,1.86,NA,-30.6666*,3,3
"GALAPA",15,1.21,1.29,NA,-30.6666*,3,3
"GALAPA",16,0.30,0.90,NA,-30.6666*,3,3
"GALAPA",17,1.24,0.62,NA,-30.6666*,3,3
"GALAPA",19,0.34,0.30,Joinpoint 2,NA,3,3
"GALAPA",20,0.51,0.31,NA,3.6316*,3,3
"GALAPA",21,0.40,0.32,NA,3.6316*,3,3
"GALAPA",22,0.28,0.33,NA,3.6316*,3,3
"GALAPA",23,0.50,0.34,NA,3.6316*,3,3
"GALAPA",24,0.20,0.36,NA,3.6316*,3,3
"GALAPA",25,0.13,0.37,NA,3.6316*,3,3
"GALAPA",26,0.50,0.38,NA,3.6316*,3,3
"GALAPA",27,1.05,0.40,NA,3.6316*,3,3
"GALAPA",28,0.31,0.41,NA,3.6316*,3,3
"GALAPA",29,0.39,0.43,NA,3.6316*,3,3
"GALAPA",30,0.49,0.44,NA,3.6316*,3,3
"GALAPA",32,1.41,0.47,NA,3.6316*,3,3
"GALAPA",38,0.27,0.59,NA,3.6316*,3,3
"GALAPA",39,0.27,0.61,NA,3.6316*,3,3
"GALAPA",40,1.54,0.63,NA,3.6316*,3,3
"GALAPA",41,0.86,0.65,NA,3.6316*,3,3
"GALAPA",45,0.52,0.76,NA,3.6316*,3,3
"GALAPA",47,0.13,0.81,NA,3.6316*,3,3
"GALAPA",48,0.36,0.84,NA,3.6316*,3,3
"GALAPA",49,1.21,0.87,NA,3.6316*,3,3
"GALAPA",50,1.00,0.90,NA,3.6316*,3,3
"GALAPA",51,1.35,0.94,NA,3.6316*,3,3
"GALAPA",52,1.63,0.97,NA,3.6316*,3,3
"GALAPA",53,1.42,1.00,NA,3.6316*,3,3
"GALAPA",54,1.24,1.04,NA,3.6316*,3,3
"GALAPA",55,0.90,1.08,NA,3.6316*,3,3
"GALAPA",56,1.31,1.12,NA,3.6316*,3,3
"GALAPA",57,0.45,1.16,NA,3.6316*,3,3
"GALAPA",58,1.02,1.20,NA,3.6316*,3,3
"GALAPA",59,0.66,1.24,NA,3.6316*,3,3
"GALAPA",60,1.94,1.29,NA,3.6316*,3,3
"GALAPA",61,2.38,1.34,NA,3.6316*,3,3
"GALAPA",62,2.23,1.38,NA,3.6316*,3,3
"GALAPA",63,2.61,1.44,Joinpoint 3,NA,3,3
"GALAPA",64,2.02,1.26,NA,-12.4206*,3,3
"GALAPA",65,1.49,1.10,NA,-12.4206*,3,3
"GALAPA",66,1.38,0.96,NA,-12.4206*,3,3
"GALAPA",67,0.90,0.84,NA,-12.4206*,3,3
"GALAPA",68,0.16,0.74,NA,-12.4206*,3,3
"GALAPA",69,0.58,0.65,NA,-12.4206*,3,3
"GALAPA",70,0.48,0.57,NA,-12.4206*,3,3
"GALAPA",71,0.32,0.50,NA,-12.4206*,3,3
"GALAPA",72,0.46,0.44,NA,-12.4206*,3,3
"GALAPA",73,0.79,0.38,NA,-12.4206*,3,3
"GALAPA",74,0.53,0.33,NA,-12.4206*,3,3
"GALAPA",75,0.13,0.29,NA,-12.4206*,3,3
"GALAPA",76,0.36,0.26,NA,-12.4206*,3,3
"GALAPA",77,0.29,0.22,NA,-12.4206*,3,3
"GALAPA",78,0.19,0.20,NA,-12.4206*,3,3
"JUAN DE ACOSTA",1,0.34,1.44,NA,-0.8789,0,0
"JUAN DE ACOSTA",4,1.66,1.40,NA,-0.8789,0,0
"JUAN DE ACOSTA",5,6.25,1.39,NA,-0.8789,0,0
"JUAN DE ACOSTA",6,3.23,1.38,NA,-0.8789,0,0
"JUAN DE ACOSTA",7,1.24,1.36,NA,-0.8789,0,0
"JUAN DE ACOSTA",8,2.01,1.35,NA,-0.8789,0,0
"JUAN DE ACOSTA",9,3.47,1.34,NA,-0.8789,0,0
"JUAN DE ACOSTA",10,1.91,1.33,NA,-0.8789,0,0
"JUAN DE ACOSTA",11,1.12,1.32,NA,-0.8789,0,0
"JUAN DE ACOSTA",12,1.05,1.30,NA,-0.8789,0,0
"JUAN DE ACOSTA",13,2.17,1.29,NA,-0.8789,0,0
"JUAN DE ACOSTA",14,1.56,1.28,NA,-0.8789,0,0
"JUAN DE ACOSTA",16,3.46,1.26,NA,-0.8789,0,0
"JUAN DE ACOSTA",17,1.21,1.25,NA,-0.8789,0,0
"JUAN DE ACOSTA",18,0.98,1.24,NA,-0.8789,0,0
"JUAN DE ACOSTA",20,1.48,1.22,NA,-0.8789,0,0
"JUAN DE ACOSTA",21,1.57,1.20,NA,-0.8789,0,0
"JUAN DE ACOSTA",22,1.21,1.19,NA,-0.8789,0,0
"JUAN DE ACOSTA",23,0.48,1.18,NA,-0.8789,0,0
"JUAN DE ACOSTA",24,0.59,1.17,NA,-0.8789,0,0
"JUAN DE ACOSTA",25,1.15,1.16,NA,-0.8789,0,0
"JUAN DE ACOSTA",26,0.29,1.15,NA,-0.8789,0,0
"JUAN DE ACOSTA",27,0.27,1.14,NA,-0.8789,0,0
"JUAN DE ACOSTA",29,1.70,1.12,NA,-0.8789,0,0
"JUAN DE ACOSTA",36,0.95,1.06,NA,-0.8789,0,0
"JUAN DE ACOSTA",38,0.79,1.04,NA,-0.8789,0,0
"JUAN DE ACOSTA",39,0.81,1.03,NA,-0.8789,0,0
"JUAN DE ACOSTA",40,1.94,1.02,NA,-0.8789,0,0
"JUAN DE ACOSTA",41,0.84,1.01,NA,-0.8789,0,0
"JUAN DE ACOSTA",45,4.56,0.97,NA,-0.8789,0,0
"JUAN DE ACOSTA",47,0.39,0.96,NA,-0.8789,0,0
"JUAN DE ACOSTA",48,0.70,0.95,NA,-0.8789,0,0
"JUAN DE ACOSTA",49,0.12,0.94,NA,-0.8789,0,0
"JUAN DE ACOSTA",50,0.21,0.93,NA,-0.8789,0,0
"JUAN DE ACOSTA",51,0.73,0.92,NA,-0.8789,0,0
"JUAN DE ACOSTA",52,0.34,0.92,NA,-0.8789,0,0
"JUAN DE ACOSTA",53,1.58,0.91,NA,-0.8789,0,0
"JUAN DE ACOSTA",54,0.83,0.90,NA,-0.8789,0,0
"JUAN DE ACOSTA",55,0.52,0.89,NA,-0.8789,0,0
"JUAN DE ACOSTA",57,0.66,0.88,NA,-0.8789,0,0
"JUAN DE ACOSTA",58,0.54,0.87,NA,-0.8789,0,0
"JUAN DE ACOSTA",59,3.19,0.86,NA,-0.8789,0,0
"JUAN DE ACOSTA",60,0.74,0.85,NA,-0.8789,0,0
"JUAN DE ACOSTA",61,0.54,0.85,NA,-0.8789,0,0
"JUAN DE ACOSTA",62,1.17,0.84,NA,-0.8789,0,0
"JUAN DE ACOSTA",63,2.13,0.83,NA,-0.8789,0,0
"JUAN DE ACOSTA",64,1.40,0.82,NA,-0.8789,0,0
"JUAN DE ACOSTA",65,1.72,0.82,NA,-0.8789,0,0
"JUAN DE ACOSTA",66,0.92,0.81,NA,-0.8789,0,0
"JUAN DE ACOSTA",67,1.60,0.80,NA,-0.8789,0,0
"JUAN DE ACOSTA",68,2.35,0.80,NA,-0.8789,0,0
"JUAN DE ACOSTA",70,0.69,0.78,NA,-0.8789,0,0
"JUAN DE ACOSTA",71,1.88,0.77,NA,-0.8789,0,0
"JUAN DE ACOSTA",72,0.90,0.77,NA,-0.8789,0,0
"JUAN DE ACOSTA",73,0.76,0.76,NA,-0.8789,0,0
"JUAN DE ACOSTA",74,0.38,0.75,NA,-0.8789,0,0
"JUAN DE ACOSTA",78,0.55,0.73,NA,-0.8789,0,0
"LURUACO",9,0.74,0.42,NA,4.6245*,2,2
"LURUACO",13,0.44,0.50,NA,4.6245*,2,2
"LURUACO",15,0.33,0.55,NA,4.6245*,2,2
"LURUACO",17,0.90,0.60,NA,4.6245*,2,2
"LURUACO",18,0.73,0.62,NA,4.6245*,2,2
"LURUACO",20,0.37,0.68,NA,4.6245*,2,2
"LURUACO",21,0.29,0.72,NA,4.6245*,2,2
"LURUACO",22,0.30,0.75,NA,4.6245*,2,2
"LURUACO",23,1.08,0.78,NA,4.6245*,2,2
"LURUACO",24,2.39,0.82,NA,4.6245*,2,2
"LURUACO",25,1.99,0.86,NA,4.6245*,2,2
"LURUACO",26,1.63,0.90,NA,4.6245*,2,2
"LURUACO",27,1.90,0.94,NA,4.6245*,2,2
"LURUACO",28,1.20,0.98,NA,4.6245*,2,2
"LURUACO",29,0.84,1.03,NA,4.6245*,2,2
"LURUACO",30,1.07,1.07,NA,4.6245*,2,2
"LURUACO",37,0.69,1.47,NA,4.6245*,2,2
"LURUACO",39,0.30,1.61,NA,4.6245*,2,2
"LURUACO",40,0.96,1.69,NA,4.6245*,2,2
"LURUACO",42,0.63,1.85,NA,4.6245*,2,2
"LURUACO",44,1.75,2.02,NA,4.6245*,2,2
"LURUACO",46,3.45,2.21,NA,4.6245*,2,2
"LURUACO",47,3.20,2.32,NA,4.6245*,2,2
"LURUACO",48,8.18,2.42,NA,4.6245*,2,2
"LURUACO",49,4.80,2.54,Joinpoint 1,NA,2,2
"LURUACO",50,2.10,1.07,NA,-57.7240*,2,2
"LURUACO",51,0.12,0.45,NA,-57.7240*,2,2
"LURUACO",52,0.17,0.19,Joinpoint 2,NA,2,2
"LURUACO",53,0.44,0.20,NA,2.1700,2,2
"LURUACO",54,0.21,0.20,NA,2.1700,2,2
"LURUACO",55,0.39,0.20,NA,2.1700,2,2
"LURUACO",59,0.31,0.22,NA,2.1700,2,2
"LURUACO",62,0.12,0.24,NA,2.1700,2,2
"LURUACO",63,0.17,0.24,NA,2.1700,2,2
"LURUACO",64,0.15,0.25,NA,2.1700,2,2
"LURUACO",67,0.15,0.26,NA,2.1700,2,2
"LURUACO",68,0.35,0.27,NA,2.1700,2,2
"LURUACO",71,0.70,0.29,NA,2.1700,2,2
"LURUACO",75,0.27,0.31,NA,2.1700,2,2
"LURUACO",76,0.39,0.32,NA,2.1700,2,2
"LURUACO",77,0.31,0.33,NA,2.1700,2,2
"MALAMBO",1,0.28,0.27,NA,83.8653*,4,4
"MALAMBO",2,0.56,0.49,NA,83.8653*,4,4
"MALAMBO",3,0.65,0.91,NA,83.8653*,4,4
"MALAMBO",4,1.64,1.67,Joinpoint 1,NA,4,4
"MALAMBO",5,1.64,1.57,NA,-6.1343*,4,4
"MALAMBO",6,2.47,1.47,NA,-6.1343*,4,4
"MALAMBO",7,2.33,1.38,NA,-6.1343*,4,4
"MALAMBO",8,1.40,1.30,NA,-6.1343*,4,4
"MALAMBO",9,1.14,1.22,NA,-6.1343*,4,4
"MALAMBO",10,0.57,1.14,NA,-6.1343*,4,4
"MALAMBO",11,0.55,1.07,NA,-6.1343*,4,4
"MALAMBO",12,0.66,1.01,NA,-6.1343*,4,4
"MALAMBO",13,0.58,0.94,NA,-6.1343*,4,4
"MALAMBO",14,0.72,0.89,NA,-6.1343*,4,4
"MALAMBO",15,1.14,0.83,NA,-6.1343*,4,4
"MALAMBO",16,1.40,0.78,NA,-6.1343*,4,4
"MALAMBO",17,2.35,0.73,NA,-6.1343*,4,4
"MALAMBO",18,1.11,0.69,NA,-6.1343*,4,4
"MALAMBO",19,0.64,0.65,NA,-6.1343*,4,4
"MALAMBO",20,0.56,0.61,NA,-6.1343*,4,4
"MALAMBO",21,0.25,0.57,Joinpoint 2,NA,4,4
"MALAMBO",22,0.33,0.62,NA,8.3634*,4,4
"MALAMBO",23,0.31,0.67,NA,8.3634*,4,4
"MALAMBO",24,0.71,0.72,NA,8.3634*,4,4
"MALAMBO",25,0.84,0.78,NA,8.3634*,4,4
"MALAMBO",26,0.78,0.85,NA,8.3634*,4,4
"MALAMBO",27,0.95,0.92,NA,8.3634*,4,4
"MALAMBO",28,1.22,1.00,NA,8.3634*,4,4
"MALAMBO",29,2.56,1.08,NA,8.3634*,4,4
"MALAMBO",30,3.25,1.17,NA,8.3634*,4,4
"MALAMBO",31,2.35,1.27,NA,8.3634*,4,4
"MALAMBO",32,1.33,1.38,NA,8.3634*,4,4
"MALAMBO",33,1.53,1.49,NA,8.3634*,4,4
"MALAMBO",34,0.62,1.62,NA,8.3634*,4,4
"MALAMBO",35,1.20,1.75,NA,8.3634*,4,4
"MALAMBO",36,3.20,1.90,NA,8.3634*,4,4
"MALAMBO",37,1.94,2.06,NA,8.3634*,4,4
"MALAMBO",38,2.04,2.23,NA,8.3634*,4,4
"MALAMBO",39,1.88,2.42,NA,8.3634*,4,4
"MALAMBO",40,2.18,2.62,NA,8.3634*,4,4
"MALAMBO",41,2.98,2.84,NA,8.3634*,4,4
"MALAMBO",42,3.95,3.07,NA,8.3634*,4,4
"MALAMBO",43,4.26,3.33,NA,8.3634*,4,4
"MALAMBO",44,3.41,3.61,NA,8.3634*,4,4
"MALAMBO",45,2.44,3.91,NA,8.3634*,4,4
"MALAMBO",46,3.36,4.24,NA,8.3634*,4,4
"MALAMBO",47,4.54,4.59,Joinpoint 3,NA,4,4
"MALAMBO",48,3.44,3.29,NA,-28.3847*,4,4
"MALAMBO",49,2.67,2.36,NA,-28.3847*,4,4
"MALAMBO",50,2.06,1.69,NA,-28.3847*,4,4
"MALAMBO",51,1.22,1.21,NA,-28.3847*,4,4
"MALAMBO",52,0.91,0.87,NA,-28.3847*,4,4
"MALAMBO",53,0.60,0.62,Joinpoint 4,NA,4,4
"MALAMBO",54,0.49,0.62,NA,-0.0447,4,4
"MALAMBO",55,0.93,0.62,NA,-0.0447,4,4
"MALAMBO",56,0.86,0.62,NA,-0.0447,4,4
"MALAMBO",57,0.84,0.62,NA,-0.0447,4,4
"MALAMBO",58,0.44,0.62,NA,-0.0447,4,4
"MALAMBO",59,0.34,0.62,NA,-0.0447,4,4
"MALAMBO",60,0.31,0.62,NA,-0.0447,4,4
"MALAMBO",61,0.40,0.62,NA,-0.0447,4,4
"MALAMBO",62,0.62,0.62,NA,-0.0447,4,4
"MALAMBO",63,0.74,0.62,NA,-0.0447,4,4
"MALAMBO",64,0.54,0.62,NA,-0.0447,4,4
"MALAMBO",65,0.58,0.62,NA,-0.0447,4,4
"MALAMBO",66,0.52,0.62,NA,-0.0447,4,4
"MALAMBO",67,0.80,0.62,NA,-0.0447,4,4
"MALAMBO",68,1.81,0.62,NA,-0.0447,4,4
"MALAMBO",69,1.36,0.62,NA,-0.0447,4,4
"MALAMBO",70,0.55,0.62,NA,-0.0447,4,4
"MALAMBO",71,0.60,0.61,NA,-0.0447,4,4
"MALAMBO",72,0.58,0.61,NA,-0.0447,4,4
"MALAMBO",73,0.41,0.61,NA,-0.0447,4,4
"MALAMBO",74,0.86,0.61,NA,-0.0447,4,4
"MALAMBO",75,0.70,0.61,NA,-0.0447,4,4
"MALAMBO",76,0.51,0.61,NA,-0.0447,4,4
"MALAMBO",77,0.40,0.61,NA,-0.0447,4,4
"MALAMBO",78,0.53,0.61,NA,-0.0447,4,4
"MANATÍ",1,0.71,2.00,NA,-1.7154,3,3
"MANATÍ",11,0.59,1.68,NA,-1.7154,3,3
"MANATÍ",16,1.82,1.54,NA,-1.7154,3,3
"MANATÍ",18,4.12,1.49,NA,-1.7154,3,3
"MANATÍ",20,5.20,1.44,NA,-1.7154,3,3
"MANATÍ",21,4.13,1.41,NA,-1.7154,3,3
"MANATÍ",22,2.97,1.39,NA,-1.7154,3,3
"MANATÍ",23,1.53,1.37,NA,-1.7154,3,3
"MANATÍ",24,1.23,1.34,NA,-1.7154,3,3
"MANATÍ",25,1.61,1.32,NA,-1.7154,3,3
"MANATÍ",26,0.15,1.30,NA,-1.7154,3,3
"MANATÍ",31,1.90,1.19,NA,-1.7154,3,3
"MANATÍ",34,2.03,1.13,NA,-1.7154,3,3
"MANATÍ",35,1.12,1.11,NA,-1.7154,3,3
"MANATÍ",36,0.99,1.09,NA,-1.7154,3,3
"MANATÍ",37,0.97,1.07,NA,-1.7154,3,3
"MANATÍ",38,0.83,1.05,NA,-1.7154,3,3
"MANATÍ",46,0.81,0.92,NA,-1.7154,3,3
"MANATÍ",47,0.41,0.90,NA,-1.7154,3,3
"MANATÍ",48,0.18,0.89,NA,-1.7154,3,3
"MANATÍ",49,1.78,0.87,NA,-1.7154,3,3
"MANATÍ",50,1.64,0.86,NA,-1.7154,3,3
"MANATÍ",51,0.92,0.84,NA,-1.7154,3,3
"MANATÍ",52,0.59,0.83,Joinpoint 1,NA,3,3
"MANATÍ",53,1.22,1.13,NA,36.4501*,3,3
"MANATÍ",54,1.15,1.54,NA,36.4501*,3,3
"MANATÍ",55,3.25,2.10,NA,36.4501*,3,3
"MANATÍ",56,3.17,2.87,NA,36.4501*,3,3
"MANATÍ",57,7.45,3.91,NA,36.4501*,3,3
"MANATÍ",58,7.01,5.34,NA,36.4501*,3,3
"MANATÍ",59,5.27,7.28,NA,36.4501*,3,3
"MANATÍ",60,4.46,9.93,Joinpoint 2,NA,3,3
"MANATÍ",61,2.95,2.67,NA,-73.1535*,3,3
"MANATÍ",62,1.55,0.72,NA,-73.1535*,3,3
"MANATÍ",63,0.12,0.19,Joinpoint 3,NA,3,3
"MANATÍ",64,0.21,0.21,NA,8.6821,3,3
"MANATÍ",66,0.12,0.25,NA,8.6821,3,3
"MANATÍ",67,0.21,0.27,NA,8.6821,3,3
"MANATÍ",68,0.48,0.29,NA,8.6821,3,3
"MANATÍ",70,0.71,0.34,NA,8.6821,3,3
"MANATÍ",72,0.46,0.41,NA,8.6821,3,3
"MANATÍ",73,0.52,0.44,NA,8.6821,3,3
"MANATÍ",74,0.40,0.48,NA,8.6821,3,3
"MANATÍ",77,0.43,0.62,NA,8.6821,3,3
"PALMAR DE VARELA",5,0.91,0.87,NA,-3.2431*,1,1
"PALMAR DE VARELA",11,0.20,0.71,NA,-3.2431*,1,1
"PALMAR DE VARELA",12,0.31,0.69,NA,-3.2431*,1,1
"PALMAR DE VARELA",13,0.29,0.67,NA,-3.2431*,1,1
"PALMAR DE VARELA",14,0.80,0.64,NA,-3.2431*,1,1
"PALMAR DE VARELA",15,0.63,0.62,NA,-3.2431*,1,1
"PALMAR DE VARELA",18,0.71,0.56,NA,-3.2431*,1,1
"PALMAR DE VARELA",20,1.78,0.53,NA,-3.2431*,1,1
"PALMAR DE VARELA",21,1.98,0.51,NA,-3.2431*,1,1
"PALMAR DE VARELA",24,0.21,0.46,NA,-3.2431*,1,1
"PALMAR DE VARELA",25,0.27,0.45,NA,-3.2431*,1,1
"PALMAR DE VARELA",27,0.29,0.42,NA,-3.2431*,1,1
"PALMAR DE VARELA",28,1.81,0.41,NA,-3.2431*,1,1
"PALMAR DE VARELA",29,0.41,0.39,NA,-3.2431*,1,1
